Index,name,rating,comment,review.date,country,Year,Month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
366,Anonymous,9.7,Totally worth the price! Rooms were huge and the blackout curtains have lots of privacy. Would totally recommend.,24-Oct-17,"Canada, ",2017,Oct,0,0,0,0,0,0,0,1,0,2
367,chill243149,10,"Top notch hostel! Clean, friendly, safe and comfortable. I could not have asked for more! Loved the bed sited lights, plugs and curtains to give you privacy. Have already gone back and stayed there again, will be a repeat customer!",22-Oct-17,"USA, ",2017,Oct,0,2,0,0,3,0,0,4,0,5
368,Anonymous,9.7,"Female travelers - if you are staying in Dublin, this is the place you HAVE to stay. I was in a mixed dorm 1 night with 3 other women. Later that night, 2 men showed up and made us all very uncomfortable. Myself & another woman went down to the front desk to explain the situation. They were kind & listened to our issue, & gave us options. They took our complaints seriously & remedied the situation immediately in a way that made us feel safe and comfortable. I HIGHLY recommend to everyone.",20-Oct-17,"USA, ",2017,Oct,0,1,0,0,2,0,0,4,2,6
369,Anonymous,9.1,Friendly staff. Great bedroom and bathroom. Location okay. Mixed rooms with a lot of space.,19-Oct-17,"Argentina, ",2017,Oct,0,1,0,0,1,0,0,1,0,1
370,Anonymous,9.4,"Very good value. Stayed 2 nights in 4 and 6bed dorms. The 4bed had a tv and hairdryer which was nice, but no individual light/socket or privacy curtains, which the 6bed did have. Good location for Dublin very central, maybe a dangerous area especially at night or alone, but so is everywhere in the inner city. Everything modern and clean. Free breakfast but left before 7.30am so couldn't try it, the shower was good but push button was annoying. Overall would stay here again.",19-Oct-17,"Ireland, ",2017,Oct,1,1,0,1,2,0,1,2,2,3
371,Anonymous,9.1,"Nice facilities, easy and safe storage under beds, good breakfast!",19-Oct-17,"England, ",2017,Oct,0,1,0,0,2,0,1,2,0,3
372,Anonymous,9.4,"I've stayed here a couple of times, it's a good location, modern and clean. Depending on when you book it can be excellent value in comparison to other hostels in the city. The 4 bed dorm has ensuite and a TV, while the 6 bed dorm has privacy curtains which is always a bonus. There's also a free breakfast, although I checked out too early to avail of it. This would be my first hostel of choice when staying in Dublin, although prices can vary wildly and it's not always the best value.",18-Oct-17,"Ireland, ",2017,Oct,0,2,0,0,4,0,2,3,0,6
373,Anonymous,9.4,Probably the best hostel in Dublin within this price range.,16-Oct-17,"England, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
374,keithedbell4605,9.7,"This was my first hostel experience and my first day abroad, EVER! The staff was very welcoming and the hostel itself was more than I imagined. I felt comfortable leaving my things in a locked cage before checking in and felt at ease the entire time.",16-Oct-17,"USA, ",2017,Oct,0,1,0,0,0,1,0,0,1,1
375,kaycee09836,9.7,AMAZING! Would recommend to anyone and everyone. It is one of the nicest hostels in Dublin. Definitely stay here.,15-Oct-17,"Canada, ",2017,Oct,0,0,0,0,0,0,0,1,0,1
376,Anonymous,9.4,"Only cons are the location - approx. 10 mins from the Spire, and hostel is located in the north of the city considered a bit less safe - and noisy lockers in the rooms. Otherwise, hostel is very secure (keycards used). Rooms are so spacious, with en suite (shower + toilet) in my 12-person dorm. Bathrooms are clean, and showers and toilet stalls are spacious. Reception desk staff incredibly friendly. Breakfast was average, but sufficient. Large open areas in the lobby. Many activities offered.",15-Oct-17,"Canada, ",2017,Oct,1,1,1,0,3,0,0,3,2,5
377,Anonymous,8,"Good location. Nice and helpful staff. Breakfast was basic but sufficient. Common area was large and a bit dirty, smelt like sewer at times. 
 The room was awful. Pillows were paper thin and the mattress was so uncomfortable. The sheets did not cover the whole bed even and the mattress cover had stains on it. We had a 4 bedroom private and there was only ONE electric plug in the room. Could hear doors shutting and people walking down the hallway.",15-Oct-17,"USA, ",2017,Oct,1,1,3,1,3,1,2,3,3,4
378,Anonymous,9.4,"Great hostel, right next to the bus station so very convienient for arriving and leaving! The staff were lovely, super helpful and friendly all the time! The hostel itself was great, with everything you need for a great stay! Would definitely recommend this place and will stay here if I'm ever back in Dublin!",15-Oct-17,"England, ",2017,Oct,0,3,0,0,3,1,1,4,0,4
379,Anonymous,9.1,Overall nice hostel. Loved the free walking tour! Warm showers with a bathroom in the 6 bed suite was nice. The bed was not comfortable but to each their own,12-Oct-17,"USA, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
380,Anonymous,9.1,"Jacob’s Inn is conveniently located in the city center and within walking distance of almost everything. The bathrooms were clean, the only issue I had was the shower in the room didn’t drain quickly so you end up standing in a lot of water. The beds have privacy curtains which was a nice touch. Overall a great place to stay!",10-Oct-17,"USA, ",2017,Oct,0,0,0,0,1,0,0,2,0,3
381,Anonymous,10,Outstanding as usual,10-Oct-17,"Brazil, ",2017,Oct,0,0,0,0,1,0,0,1,1,2
382,Anonymous,8.9,"Our first hostel stay and we were very happy. Facilities are great. Great self catering kitchen. Fantastic wifi access. Basic breakfast included which provided a few choices. More than enough for us. 
 We were in a triple private with ensuite and the room was huge. It even had a tv which we weren’t expecting. The hostel is right near the train station and you could hear the trains but they weren’t bothersome. Highly recommended by us.",10-Oct-17,"Australia, ",2017,Oct,0,2,0,0,1,0,0,1,0,3
383,Anonymous,6.3,Not very clean. Not the best location and is not very comfortable to stay in.,09-Oct-17,"Australia, ",2017,Oct,0,0,0,0,1,0,0,1,0,1
384,Anonymous,9.4,Great clean hostel with plenty of bathrooms and showers. Ensuite rooms are a great addition and were always clean. The size of the hostel doesn't really allow for meeting a lot of people but the lounge areas are great to relax. Staff always friendly and willing to give advice.,08-Oct-17,"Australia, ",2017,Oct,0,1,0,0,2,0,0,3,1,2
385,arianeoday5106,10,BEST place that I stayed at in Ireland! It’s more like a hotel and has great security and activities planned for guests.,08-Oct-17,"USA, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
386,Anonymous,10,Had a great time at this hostel! I felt very safe with the security measures and the hostel was so close to the train station and the airport shuttle. 15 min walk to Temple Bar and heart of downtown. The rooms were spacious and the bathroom was clean. Would definitely recommend!,08-Oct-17,"Canada, ",2017,Oct,0,2,0,0,2,0,0,3,0,4
387,Anonymous,10,"This place is great, i would stay there again no prob",08-Oct-17,"USA, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
388,tait_rachel2104,8.9,"Lovely hostel, only about a 10min walk from temple bar, nice atmosphere clean rooms, would be nice to see more activities put on but s please tell stay :)",07-Oct-17,"England, ",2017,Oct,0,1,0,0,2,1,1,2,0,2
389,Anonymous,9.7,"Probably the best hostel I've been all around the world.
 Really nice place where to stay!",06-Oct-17,"Italy, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
390,Taliana21,9.7,"Excellent place. If I go back to Dublin, I definitely stay here ince again!",05-Oct-17,Puerto ,2017,Oct,0,0,0,0,1,0,0,1,0,1
391,Anonymous,10,"Great hostel, would stay again! Atmosphere in the common areas were lively. Staff was very helpful booking bus tours & how to get around the local area. Free walking tour was solid; 2 hours of seeing the city and got recommendations on good pubs and food around. The hostel pub crawl was overrated but it was my first one ever, so not sure how others are. I'd recommend to just do it on your own without paying. This way you get to explore more freely rather than having to stick with the crawl.",04-Oct-17,"USA, ",2017,Oct,0,2,1,0,4,0,1,5,1,6
392,Anonymous,10,Outstanding as usual. I travel frequently to Dublin and always stay there. Best hostel in Ireland. I get sad when there's no vaccancy,04-Oct-17,"Brazil, ",2017,Oct,0,0,0,0,1,0,0,1,1,2
393,Anonymous,10,"By far the best hostel we stayed in over the course of our trip, the staff were super helpful and friendly, we felt safe in our rooms and safe storing our stuff, it was just perfect and relatively central too",03-Oct-17,New ,2017,Oct,0,2,0,0,4,0,1,4,0,4
394,Anonymous,8.9,"Really great value for Dublin prices. Facilities were clean, dorms spacious, and common areas/wifi very functional. Tons of security, and the privacy curtains on bunks were a nice touch. My only suggestion would be to travel here in groups or with another friend-- many of the guests staying were in groups, and the hostel was so large that it was a bit trickier to meet people as a solo traveler. Hopefully the hostel will implement some nightly programming to help bring more people together.",03-Oct-17,"USA, ",2017,Oct,0,0,0,0,2,0,0,2,0,3
395,Anonymous,9.4,"I had a very comfortable stay here. Even though I was in a large room, the privacy curtain, individual light and charging points at the bed meant the space still felt personal. Good basic breakfast and fairly well equipped kitchen made food easy and the staff are pretty friendly and helpful. Because the hostel is so big it can feel a little impersonal and there isn't much of a community vibe but there are a bunch of fun events for meeting people and seeing more of the city",03-Oct-17,South ,2017,Oct,0,4,0,0,6,0,1,7,0,9
396,Anonymous,8.3,"I enjoyed my stay at Jacobs Inn, the hostel is more like a hotel, very big with lots of rooms so it isn't a very social atmosphere. For the end of my trip this is exactly what I wanted, a large common area, simple breakfast, convenient location and clean facilities. My only con was the snorer I had in my room but sometimes you draw the short straw.",03-Oct-17,"USA, ",2017,Oct,0,0,0,0,1,0,1,1,0,3
397,Anonymous,8.9,"The hostel itself is great! Very clean! I loved that there were games like a large chess board, pool table and a foozball table! The staff were very helpful and friendly too! There was a decent breakfast provided every morning, and good cooking facilities. Only downside was that it's a big hostel so not a great atmosphere, I didn't know any of the names of my room mates, just because people were in and out all time. Lastly I slept terribly because of a really inconsiderate roommate each night.",03-Oct-17,New ,2017,Oct,1,4,1,0,4,2,1,4,1,7
398,Jharrison926,9.7,"This was definitely my favorite hostel I stayed in, in the 2 weeks I was traveling. It was very clean, close to all kinds of restaurants, bars and sights. I do wish they would’ve had a bar or something in the hostel just to meet people but they had a large common area which was nice. Would definitely stay here again!",02-Oct-17,"USA, ",2017,Oct,0,0,0,0,2,0,0,2,0,3
399,jarrydfoster4066,10,One of the best hostels ive stayed at would definatly stay here again and recomend it to friends,02-Oct-17,"Australia, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
400,Anonymous,9.7,"Really nice hostel - I've stayed @ isaacs, not as good. jacobs has huge rooms, lots of storage and amenities (curtain for bed, charger at bed, etc) and so many bathrooms. downsides: didn't provide directions from one of the most popular bus routes, which was inconvenient. It does not come to Busaras but it's hard to know that before you arrive; had to ask the tourist office. Other downside: the doors are almost bizarrely thin. It actually sounded as if the door was open to the hallway",02-Oct-17,"USA, ",2017,Oct,1,2,1,0,1,1,1,2,1,3
